fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type
1.4539,0.7917,1.1793,0.0307,0.1412,0.1285,0.2304,0.2138,0.2791,0.2079,0.1594,5,red
0.2196,0.0628,1.1105,0.181,0.0781,0.2083,0.3929,0.2105,0.1938,0.1685,0.1159,5,white
0.2968,0.3058,0.9729,0.1702,0.1246,0.1875,0.3779,0.2047,0.1473,0.1629,0.1449,5,white
-0.7832,-0.3624,1.317,0.112,0.0781,0.1667,0.4608,0.1637,0.3566,0.1685,0.2029,5,white
2.3024,-0.6054,1.1793,0.0276,0.1096,0.0312,0.0507,0.2061,0.3256,0.2191,0.3478,5,red
4.2309,1.5814,1.1793,0.0337,0.1096,0.0139,0.03,0.2369,0.3256,0.1966,0.4928,5,red
1.3767,1.2169,1.1793,0.0353,0.1412,0.1389,0.2396,0.2138,0.2791,0.2191,0.1739,5,red
1.3767,0.6095,1.1793,0.0276,0.1146,0.0868,0.265,0.2061,0.3953,0.2022,0.1739,5,red
-0.5518,0.1235,0.2847,0.0936,0.2924,0.1753,0.3341,0.1575,0.3488,0.1124,0.1884,5,white
-0.1661,0.731,-0.8164,0.2469,0.0615,0.1701,0.4101,0.2288,0.2791,0.191,0.2029,5,white
-0.4747,-0.1195,1.0417,0.2301,0.0897,0.0903,0.3848,0.2238,0.3566,0.191,0.1449,5,white
-0.4747,-0.1195,1.0417,0.2301,0.0897,0.0903,0.3848,0.2238,0.3566,0.191,0.1449,5,white
-0.5518,-0.7269,-0.0594,0.0506,0.0615,0.0556,0.2304,0.0746,0.3333,0.0506,0.5072,5,white
1.0682,-0.7269,0.0782,0.0092,0.0365,0.1285,0.2051,0.1018,0.0853,0.0506,0.3333,5,white
1.0682,-0.1802,-0.1282,0.0046,0.0598,0.0521,0.2373,0.1037,0.1783,0.0955,0.3043,5,white
1.0682,-0.1802,-0.1282,0.0046,0.0598,0.0521,0.2373,0.1037,0.1783,0.0955,0.3043,5,white
-0.3975,-0.4839,1.317,0.1135,0.088,0.1701,0.4332,0.1608,0.3178,0.1573,0.2319,5,white
-0.1661,0.002,-1.5046,0.0445,0.0581,0.0556,0.1313,0.127,0.2248,0.0955,0.1739,5,white
-0.9375,-0.7877,-0.1282,0.1242,0.0449,0.1597,0.2788,0.1267,0.3566,0.0955,0.3768,5,white
-0.1661,0.002,-1.5046,0.0445,0.0581,0.0556,0.1313,0.127,0.2248,0.0955,0.1739,5,white
-0.9375,-0.7877,-0.1282,0.1242,0.0449,0.1597,0.2788,0.1267,0.3566,0.0955,0.3768,5,white
-0.0889,-0.8484,0.3535,0.0138,0.0664,0.0937,0.2834,0.0993,0.3333,0.1685,0.4058,5,white
1.3767,0.6702,1.1793,0.0307,0.1246,0.0694,0.159,0.2234,0.4884,0.1966,0.2464,5,red
1.3767,0.6702,1.1793,0.0307,0.1246,0.0694,0.159,0.2234,0.4884,0.1966,0.2464,5,red
0.0653,2.3711,-0.5412,0.0199,0.1645,0.059,0.2212,0.1849,0.4186,0.2079,0.1884,5,red
3.4595,0.9132,1.1793,0.0245,0.1229,0.0139,0.0207,0.2485,0.3643,0.118,0.1739,5,red
3.9224,0.9739,1.1793,0.0245,0.1329,0.0139,0.0184,0.2524,0.3643,0.1236,0.2319,5,red
3.9224,0.9739,1.1793,0.0245,0.1329,0.0139,0.0184,0.2524,0.3643,0.1236,0.2319,5,red
1.2224,0.7917,1.1793,0.0353,0.1262,0.0556,0.2396,0.2138,0.4419,0.2135,0.2609,5,red
1.2224,0.6095,1.1793,0.0337,0.1229,0.059,0.2419,0.2138,0.4496,0.2135,0.2174,5,red
0.0653,0.1235,0.147,0.2178,0.0797,0.1562,0.3848,0.2005,0.3256,0.1966,0.3188,5,white
-0.6289,-0.1195,-0.61,0.2393,0.0764,0.1215,0.3917,0.2215,0.4186,0.1798,0.1594,5,white
0.2968,0.1843,1.317,0.1702,0.1412,0.1979,0.4032,0.2053,0.1473,0.1629,0.1449,5,white
0.0653,-0.5447,-0.4035,0.1012,0.0648,0.1771,0.4631,0.1689,0.3101,0.0843,0.1739,5,white
0.0653,-0.5447,-0.4035,0.1012,0.0648,0.1771,0.4631,0.1689,0.3101,0.0843,0.1739,5,white
0.0653,-0.5447,-0.4035,0.1012,0.0648,0.1771,0.4631,0.1689,0.3101,0.0843,0.1739,5,white
0.3739,3.0089,-2.1928,0.0307,0.1196,0.0174,0.0184,0.2003,0.4496,0.1685,0.1884,5,red
1.2996,1.551,0.6288,0.112,0.1279,0.1007,0.2373,0.2447,0.4264,0.1966,0.1884,5,red
0.5282,2.3103,-1.0229,0.0307,0.1445,0.066,0.0737,0.2061,0.5271,0.1742,0.2174,5,red
2.071,0.9132,1.7987,0.0445,0.1412,0.0278,0.0853,0.2562,0.4419,0.2022,0.1449,5,red
-0.0889,-0.8484,0.3535,0.0138,0.0664,0.0937,0.2834,0.0993,0.3333,0.1685,0.4058,5,white
-0.5518,0.0628,-0.0594,0.1472,0.0997,0.1979,0.3779,0.1891,0.3566,0.1517,0.2029,5,white
-0.0889,-0.3624,-0.0594,0.0138,0.0731,0.066,0.212,0.069,0.3333,0.1573,0.4928,5,white
-0.8604,-0.7269,-0.2659,0.2446,0.0831,0.184,0.2972,0.1839,0.3721,0.0899,0.3623,5,white
-0.3204,-0.1802,-0.8853,0.0445,0.1279,0.1007,0.2857,0.1136,0.0853,0.1236,0.2319,5,white
-0.3204,-0.1802,-0.8853,0.0445,0.1279,0.1007,0.2857,0.1136,0.0853,0.1236,0.2319,5,white
-1.6318,-0.6662,-0.9541,0.0061,0.0731,0.0417,0.2143,0.0472,0.3876,0.0955,0.5072,5,white
-0.3204,2.1281,-2.1928,0.0767,0.191,0.0694,0.1198,0.2427,0.5736,0.2809,0.3188,5,red
2.1481,1.4599,-0.6788,0.0199,0.1179,0.0278,0.0599,0.1984,0.3178,0.1854,0.2174,5,red
0.7596,1.3384,-0.61,0.0429,0.1146,0.0451,0.2258,0.2022,0.4341,0.2247,0.2029,5,red
0.8367,1.2169,-0.5412,0.0429,0.1113,0.0521,0.2442,0.2022,0.4264,0.2191,0.2029,5,red
3.151,0.1843,0.6288,0.0261,0.1312,0.0174,0.023,0.2254,0.2868,0.3258,0.1884,5,red
3.2281,0.731,1.2482,0.0322,0.1877,0.0104,0.0253,0.2601,0.3178,0.2697,0.3188,5,red
1.8396,1.5814,1.2482,0.0261,0.1163,0.0937,0.1498,0.2427,0.6047,0.1966,0.2464,5,red
1.8396,1.5814,1.2482,0.0261,0.1163,0.0937,0.1498,0.2427,0.6047,0.1966,0.2464,5,red
0.7596,0.3058,0.4223,0.0138,0.0814,0.0312,0.053,0.1752,0.4186,0.2921,0.2609,5,red
4.6166,0.245,1.5923,0.0322,0.1196,0.0139,0.023,0.2601,0.2016,0.1798,0.2029,5,red
1.2224,-0.6054,1.5234,0.0291,0.1229,0.0833,0.1175,0.2157,0.5194,0.1798,0.1739,5,red
0.7596,-0.1802,0.7664,0.0982,0.0631,0.059,0.1866,0.1768,0.3953,0.236,0.3768,5,white
-0.6289,-0.1195,-0.61,0.2393,0.0764,0.1215,0.3917,0.2215,0.4186,0.1798,0.1594,5,white
2.071,1.2169,0.9041,0.0261,0.103,0.0521,0.0783,0.2312,0.5194,0.2247,0.2029,5,red
1.7624,3.3126,-0.3347,0.0261,0.1246,0.1042,0.3203,0.2061,0.4031,0.1742,0.2029,5,red
1.8396,3.2822,-0.2659,0.0276,0.1279,0.1007,0.3249,0.208,0.4031,0.1742,0.2029,5,red
1.1453,3.0393,-2.1928,0.0123,0.093,0.0799,0.0622,0.1598,0.4264,0.1854,0.2464,5,red
0.5282,0.0628,-0.7476,0.0199,0.1063,0.1562,0.2212,0.1791,0.4264,0.2022,0.2174,5,red
2.4567,-0.3624,1.5234,0.0322,0.1595,0.0139,0.03,0.2254,0.4109,0.2303,0.2174,5,red
0.2968,2.0977,-0.61,0.0261,0.1694,0.066,0.1797,0.1791,0.3798,0.2191,0.1884,5,red
1.2224,1.5814,-0.1971,0.0245,0.1478,0.0139,0.0207,0.2254,0.4961,0.1517,0.1594,5,red
1.2224,1.5814,-0.1971,0.0245,0.1478,0.0139,0.0207,0.2254,0.4961,0.1517,0.1594,5,red
-0.3204,2.1281,-2.1928,0.0767,0.191,0.0694,0.1198,0.2427,0.5736,0.2809,0.3188,5,red
-0.7832,-0.1802,-0.61,0.0414,0.0714,0.1146,0.2465,0.1384,0.3411,0.1461,0.058,5,white
-0.5518,0.4272,-0.6788,0.0644,0.0714,0.1667,0.3134,0.1444,0.3256,0.2247,0.1739,5,white
-0.7832,-0.1802,-0.61,0.0414,0.0714,0.1146,0.2465,0.1384,0.3411,0.1461,0.058,5,white
-0.5518,0.4272,-0.6788,0.0644,0.0714,0.1667,0.3134,0.1444,0.3256,0.2247,0.1739,5,white
6.6994,0.1235,2.2805,0.1058,0.1445,0.0729,0.1498,0.2022,0.2016,0.3483,1.0,5,red
1.9938,3.2822,-0.4723,0.0291,0.1578,0.1181,0.3433,0.2678,0.5349,0.2528,0.4638,5,red
2.6881,0.5487,0.4911,0.0245,0.1611,0.0243,0.0599,0.2215,0.1318,0.1573,0.2319,5,red
0.0653,2.0066,-1.8487,0.046,0.1628,0.0174,0.0323,0.1945,0.5271,0.2303,0.3043,5,red
2.071,1.2169,0.9041,0.0261,0.103,0.0521,0.0783,0.2312,0.5194,0.2247,0.2029,5,red
1.7624,1.5206,0.8352,0.0261,0.103,0.0694,0.1429,0.2331,0.5736,0.2303,0.2174,5,red
2.071,1.2169,0.9041,0.0261,0.103,0.0521,0.0783,0.2312,0.5194,0.2247,0.2029,5,red
1.7624,1.5206,0.8352,0.0261,0.103,0.0694,0.1429,0.2331,0.5736,0.2303,0.2174,5,red
-0.3975,-0.4839,1.1793,0.115,0.0714,0.1632,0.4401,0.1633,0.3643,0.1461,0.2174,5,white
-0.7061,-0.2409,-0.8164,0.0475,0.0498,0.1146,0.2903,0.0862,0.2171,0.0899,0.3913,5,white
-0.3204,0.4272,-0.1282,0.1258,0.0598,0.0937,0.288,0.1579,0.3101,0.2079,0.2754,5,white
0.1425,0.002,-0.2659,0.1764,0.0664,0.1042,0.3295,0.1862,0.3876,0.1517,0.3333,5,white
-0.1661,-0.2409,-0.2659,0.0245,0.0548,0.0694,0.394,0.0877,0.3721,0.1966,0.4928,5,white
0.5282,-0.7877,0.4911,0.0215,0.0797,0.0694,0.3041,0.0896,0.2558,0.1685,0.4203,5,white
-0.0118,-0.3624,0.4223,0.0215,0.0714,0.0764,0.3456,0.0789,0.3178,0.1685,0.4493,5,white
0.6825,-0.8484,-0.1282,0.0107,0.0449,0.0208,0.0991,0.1024,0.2093,0.2865,0.3333,5,white
-0.1661,-0.2409,-0.2659,0.0245,0.0548,0.0694,0.394,0.0877,0.3721,0.1966,0.4928,5,white
0.5282,-0.7877,0.4911,0.0215,0.0797,0.0694,0.3041,0.0896,0.2558,0.1685,0.4203,5,white
-0.1661,0.3058,-0.7476,0.1549,0.1478,0.0417,0.1959,0.1824,0.2403,0.1404,0.1884,5,white
-1.3232,-0.6054,0.9041,0.0169,0.0615,0.0729,0.2465,0.0989,0.3876,0.1461,0.2899,5,white
1.9938,5.469,0.147,0.0215,0.1163,0.1076,0.3341,0.2099,0.3333,0.1742,0.2174,5,red
0.7596,2.3711,-0.7476,0.0169,0.108,0.0139,0.0161,0.1868,0.3721,0.1685,0.2174,5,red
-0.2432,0.3665,-0.5412,0.0291,0.1229,0.1007,0.0899,0.1695,0.4186,0.2022,0.2899,5,red
2.1481,2.3711,0.7664,0.0261,0.0831,0.0486,0.0576,0.183,0.3333,0.1966,0.4348,5,red
1.6853,1.5206,-1.2294,0.0215,0.1246,0.0833,0.0968,0.2119,0.3256,0.191,0.2464,5,red
3.7681,0.3665,1.3858,0.0215,0.1379,0.0486,0.1106,0.2485,0.2403,0.2472,0.3188,5,red
0.2196,0.488,-0.0594,0.0153,0.1179,0.0486,0.0829,0.2061,0.4574,0.236,0.1449,5,red
2.6881,0.5487,0.4911,0.0245,0.1611,0.0243,0.0599,0.2215,0.1318,0.1573,0.2319,5,red
1.9167,1.2777,-1.0229,0.0353,0.1296,0.066,0.1083,0.2562,0.3256,0.2191,0.2029,5,red
1.0682,0.7917,1.0417,0.0276,0.108,0.0208,0.053,0.208,0.2791,0.1348,0.2174,5,red
1.4539,1.8244,-0.61,0.0383,0.1429,0.0417,0.0737,0.2447,0.4341,0.2079,0.2464,5,red
-0.0889,1.8851,-0.9541,0.0184,0.1013,0.0417,0.0783,0.1907,0.5581,0.2135,0.1594,5,red
0.6825,2.6748,-0.61,0.0307,0.0831,0.0139,0.0207,0.1907,0.5039,0.191,0.4783,5,red
1.9938,3.8897,0.0094,0.0261,0.1146,0.1181,0.3364,0.2099,0.4109,0.1461,0.2029,5,red
0.6825,2.6748,-0.61,0.0307,0.0831,0.0139,0.0207,0.1907,0.5039,0.191,0.4783,5,red
0.991,0.731,-0.0594,0.0253,0.1146,0.1076,0.1198,0.2099,0.4729,0.1798,0.2609,5,red
4.6938,0.5487,1.7987,0.0199,0.1013,0.0486,0.0783,0.2562,0.2636,0.1517,0.1449,5,red
2.7653,-0.4839,0.9041,0.0414,0.0847,0.066,0.0991,0.1945,0.3178,0.1798,0.2319,5,red
0.8367,2.6748,-1.5046,0.0307,0.1196,0.1528,0.1866,0.2157,0.5891,0.1742,0.2899,5,red
1.0682,2.7963,-1.4358,0.0261,0.1246,0.0382,0.0576,0.208,0.5271,0.1461,0.2754,5,red
1.6081,0.4272,0.4911,0.0245,0.0914,0.0382,0.0576,0.2177,0.4186,0.2416,0.3188,5,red
0.7596,2.3711,-0.7476,0.0169,0.108,0.0139,0.0161,0.1868,0.3721,0.1685,0.2174,5,red
-0.3204,-0.7877,2.074,0.089,0.0532,0.0208,0.2465,0.1247,0.186,0.2079,0.3188,5,white
-0.1661,0.3058,-0.7476,0.1549,0.1478,0.0417,0.1959,0.1824,0.2403,0.1404,0.1884,5,white
0.6825,-0.8484,-0.1282,0.0107,0.0449,0.0208,0.0991,0.1024,0.2093,0.2865,0.3333,5,white
0.5282,-0.7877,0.4911,0.0215,0.0797,0.0694,0.3041,0.0896,0.2558,0.1685,0.4203,5,white
-0.6289,-0.4232,0.9041,0.1181,0.0681,0.1771,0.4378,0.1618,0.3566,0.1461,0.2174,5,white
-0.4747,-0.4232,1.3858,0.115,0.0581,0.1806,0.4516,0.1614,0.3566,0.1461,0.2174,5,white
-0.6289,0.002,0.8352,0.1166,0.0565,0.184,0.4493,0.1619,0.3566,0.1461,0.2174,5,white
0.1425,-0.3017,1.1105,0.1871,0.0465,0.2101,0.4055,0.2115,0.2326,0.0674,0.1159,5,white
-0.6289,-0.4232,0.9041,0.1181,0.0681,0.1771,0.4378,0.1618,0.3566,0.1461,0.2174,5,white
-0.3975,0.488,0.4911,0.1764,0.0515,0.2083,0.5576,0.2088,0.4574,0.2022,0.2464,5,white
1.6853,1.6725,-0.2659,0.0399,0.1296,0.059,0.1521,0.2504,0.4574,0.1742,0.2464,5,red
1.3767,0.7917,-0.0594,0.0322,0.1246,0.0799,0.2742,0.2177,0.4574,0.2191,0.2029,5,red
1.3767,0.8525,0.0094,0.0337,0.1246,0.0694,0.2673,0.2177,0.4651,0.2247,0.2029,5,red
1.0682,0.9132,1.317,0.0215,0.686,0.0521,0.129,0.208,0.2403,0.5337,0.1449,5,red
1.531,3.5252,-0.5412,0.0307,0.1296,0.0382,0.2005,0.2447,0.5891,0.1798,0.2609,5,red
0.6825,0.245,1.1105,0.0184,0.2458,0.0139,0.0253,0.2022,0.4496,0.4663,0.2029,5,red
0.3739,1.9459,-1.9176,0.0153,0.0498,0.0104,0.0069,0.1752,0.5271,0.1404,0.2029,5,red
-0.3975,0.3058,-0.5412,0.0322,0.0133,0.0729,0.1705,0.0719,0.2403,0.0843,0.5072,5,white
0.1425,-0.8484,0.2159,0.0844,0.0266,0.0312,0.0783,0.1028,0.0543,0.1685,0.4203,5,white
0.9139,1.3384,-1.9176,0.0215,0.1213,0.0312,0.0369,0.2022,0.3876,0.1236,0.2319,5,red
-0.0889,1.9459,-2.1928,0.0506,0.1279,0.0556,0.0899,0.2022,0.5736,0.1798,0.2174,5,red
0.9139,1.3384,-1.9176,0.0215,0.1213,0.0312,0.0369,0.2022,0.3876,0.1236,0.2319,5,red
0.2968,0.731,-1.4358,0.0307,0.1163,0.0382,0.0991,0.1868,0.3798,0.1966,0.2899,5,red
0.6053,0.5487,0.2847,0.0261,0.1096,0.0312,0.0968,0.2022,0.4806,0.1348,0.2029,5,red
2.071,2.4318,-0.2659,0.0307,0.1146,0.0694,0.1636,0.2099,0.4341,0.1629,0.2609,5,red
0.6053,0.5487,0.2847,0.0261,0.1096,0.0312,0.0968,0.2022,0.4806,0.1348,0.2029,5,red
1.1453,2.1281,-2.1928,0.0399,0.1246,0.0417,0.0622,0.2331,0.4961,0.1292,0.2029,5,red
1.2996,1.3688,0.147,0.0368,0.1395,0.0521,0.2442,0.2447,0.5116,0.2191,0.2174,5,red
2.611,4.163,0.7664,0.0337,0.1179,0.0694,0.1797,0.2196,0.2636,0.1966,0.3043,5,red
0.1425,0.9132,-0.8853,0.0368,0.113,0.0521,0.0714,0.183,0.5039,0.1629,0.3623,5,red
-0.1661,2.6748,-1.6423,0.0215,0.1395,0.0312,0.03,0.1637,0.5271,0.1404,0.2899,5,red
0.9139,4.2238,-1.1605,0.0828,0.1063,0.0347,0.1106,0.2292,0.5039,0.1517,0.2754,5,red
-0.5518,-0.4839,1.2482,0.1135,0.0698,0.1562,0.4401,0.1591,0.3566,0.1404,0.2174,5,white
-0.3204,-0.8484,-0.4723,0.0859,0.0714,0.0729,0.2304,0.1232,0.2868,0.1798,0.4058,5,white
-0.3975,-0.9699,-0.4723,0.2101,0.0648,0.2708,0.3295,0.2003,0.3101,0.0843,0.2464,5,white
-0.7061,0.1235,-0.8164,0.0215,0.0648,0.1632,0.4263,0.1116,0.3488,0.1629,0.2319,5,white
-1.0918,-0.1802,-0.0594,0.1058,0.0714,0.1875,0.5161,0.1502,0.3643,0.1348,0.2609,5,white
-0.8604,0.3665,-0.9541,0.1288,0.0698,0.0955,0.5829,0.1791,0.3643,0.1573,0.1159,5,white
1.6853,0.002,0.3535,0.0245,0.1096,0.0139,0.0161,0.2099,0.3876,0.2247,0.1739,5,red
0.6053,1.3992,-0.61,0.0399,0.1063,0.0556,0.2604,0.1858,0.4186,0.1966,0.1884,5,red
0.3739,2.6444,0.6976,0.0199,0.1379,0.0243,0.1843,0.1695,0.3953,0.2079,0.2174,5,red
2.9967,0.0628,1.1105,0.0383,0.1346,0.0139,0.0346,0.2215,0.3488,0.1742,0.3623,5,red
0.7596,1.5814,-1.0229,0.0261,0.1047,0.0347,0.1544,0.1772,0.3721,0.1292,0.1884,5,red
-0.0889,2.0673,-1.7111,0.0199,0.1096,0.0521,0.1037,0.1878,0.5116,0.1685,0.2174,5,red
-0.2432,-0.3624,0.3535,0.1304,0.0465,0.0521,0.1613,0.1483,0.2558,0.1798,0.4493,5,white
-0.2432,-0.3624,0.3535,0.1304,0.0465,0.0521,0.1613,0.1483,0.2558,0.1798,0.4493,5,white
0.8367,-1.2129,0.2847,0.1258,0.0282,0.0417,0.1244,0.1637,0.3178,0.073,0.442,5,white
0.8367,-0.9699,0.3535,0.0092,0.0664,0.0174,0.2028,0.127,0.3566,0.1685,0.3043,5,white
-0.8604,-0.5447,-0.9541,0.1518,0.0664,0.1389,0.2719,0.1772,0.3256,0.073,0.3623,5,white
1.7624,1.2777,2.3493,0.0261,0.6279,0.0382,0.0714,0.2138,0.3488,0.2528,0.2319,5,red
-0.6289,1.3992,-2.0552,0.0184,0.0963,0.0104,0.0115,0.1907,0.5736,0.2584,0.2174,5,red
-0.6289,1.3992,-2.0552,0.0184,0.0963,0.0104,0.0115,0.1907,0.5736,0.2584,0.2174,5,red
1.3767,1.9459,-1.0229,0.0368,0.113,0.0139,0.0161,0.2022,0.4419,0.1854,0.3478,5,red
-0.0889,-0.1802,-0.1282,0.0245,0.0731,0.1215,0.2788,0.181,0.1705,0.7865,0.2174,5,red
0.2968,0.488,-1.6423,0.0322,0.1246,0.0486,0.0968,0.1868,0.3798,0.2079,0.2899,5,red
1.2996,0.8525,-0.5412,0.0345,0.1412,0.1181,0.2304,0.2138,0.2946,0.1742,0.1739,5,red
-0.2432,-0.0587,-0.0594,0.1089,0.0515,0.0972,0.2972,0.0993,0.3023,0.1966,0.6232,5,white
-0.3975,0.488,0.4911,0.1764,0.0515,0.2083,0.5576,0.2088,0.4574,0.2022,0.2464,5,white
-1.7089,1.6421,-1.367,0.0107,0.0,0.2222,0.2166,0.0056,0.4186,0.0843,0.7971,5,white
-0.2432,0.3665,-1.0229,0.1887,0.0399,0.2014,0.4147,0.2011,0.2791,0.1517,0.2029,5,white
-0.2432,0.3665,-1.0229,0.1887,0.0399,0.2014,0.4147,0.2011,0.2791,0.1517,0.2029,5,white
-0.2432,0.3665,-1.0229,0.1887,0.0399,0.2014,0.4147,0.2011,0.2791,0.1517,0.2029,5,white
-0.2432,0.3665,-1.0229,0.1887,0.0399,0.2014,0.4147,0.2011,0.2791,0.1517,0.2029,5,white
0.2968,1.2169,-1.2982,0.0291,0.1462,0.0799,0.1382,0.2071,0.5194,0.2191,0.2029,5,red
0.8367,1.8851,-1.5046,0.0353,0.1329,0.0556,0.0783,0.2105,0.4419,0.1854,0.2174,5,red
0.8367,1.8851,-1.5046,0.0353,0.1329,0.0556,0.0783,0.2105,0.4419,0.1854,0.2174,5,red
1.0682,-0.0587,0.56,0.0307,0.1229,0.0521,0.1429,0.2065,0.4496,0.1461,0.2029,5,red
2.9967,0.3058,1.5234,0.0322,0.1429,0.0694,0.2189,0.2504,0.3178,0.1629,0.2174,5,red
3.3824,0.4272,1.7987,0.0337,0.1445,0.0833,0.2189,0.2531,0.3178,0.1742,0.2899,5,red
-0.5518,1.6725,-2.1928,0.0199,0.093,0.0278,0.0276,0.1945,0.5736,0.2416,0.1739,5,red
1.531,1.1562,-0.5412,0.0307,0.1146,0.0937,0.3065,0.2076,0.3798,0.1966,0.2174,5,red
1.3767,2.1281,-2.1928,0.0276,0.1312,0.0625,0.0737,0.2292,0.4884,0.2135,0.1884,5,red
1.3767,0.731,-0.61,0.0337,0.1379,0.0937,0.2258,0.2157,0.2946,0.191,0.1739,5,red
0.3739,3.7986,-1.5046,0.023,0.1711,0.0347,0.0369,0.1772,0.4186,0.1573,0.2174,5,red
0.3739,3.7986,-1.5046,0.023,0.1711,0.0347,0.0369,0.1772,0.4186,0.1573,0.2174,5,red
0.3739,1.3384,-0.8164,0.0215,0.1096,0.0278,0.076,0.2234,0.5891,0.2247,0.1884,5,red
-0.1661,0.6702,0.147,0.0322,0.1213,0.0521,0.1521,0.2099,0.6434,0.2135,0.2174,5,red
0.0653,3.0089,-1.9864,0.023,0.1379,0.0312,0.03,0.183,0.5194,0.1404,0.2319,5,red
1.2996,3.2519,-1.2982,0.0437,0.1312,0.0104,0.0184,0.2369,0.5581,0.1685,0.5072,5,red
1.2224,1.5206,-0.9541,0.0353,0.1329,0.0382,0.1567,0.198,0.3256,0.1798,0.2029,5,red
1.6081,1.9155,-0.4035,0.0215,0.1445,0.0139,0.0668,0.198,0.4109,0.1124,0.2319,5,red
1.6081,1.9155,-0.4035,0.0215,0.1445,0.0139,0.0668,0.198,0.4109,0.1124,0.2319,5,red
1.3767,1.4599,-0.4723,0.0337,0.1096,0.0278,0.2258,0.2059,0.3953,0.1966,0.2464,5,red
1.2224,0.488,-0.7476,0.0291,0.1379,0.1111,0.1889,0.2144,0.3643,0.1685,0.1739,5,red
0.6825,3.2215,-2.1928,0.0245,0.1246,0.0312,0.0576,0.1822,0.4109,0.1573,0.2609,5,red
0.6825,3.2215,-2.1928,0.0245,0.1246,0.0312,0.0576,0.1822,0.4109,0.1573,0.2609,5,red
0.8367,1.8851,-1.5046,0.0353,0.1329,0.0556,0.0783,0.2105,0.4419,0.1854,0.2174,5,red
-0.4747,-0.4232,0.0782,0.0123,0.0548,0.0799,0.4078,0.0972,0.4419,0.1348,0.3913,5,white
-0.5518,-0.4839,0.147,0.0123,0.0515,0.0833,0.4101,0.0974,0.4419,0.1348,0.3913,5,white
-1.3232,-1.0306,-0.61,0.0353,0.0498,0.0312,0.235,0.1026,0.4341,0.1573,0.2899,5,white
-0.4747,-0.4232,0.0782,0.0123,0.0548,0.0799,0.4078,0.0972,0.4419,0.1348,0.3913,5,white
-0.5518,-0.4839,0.147,0.0123,0.0515,0.0833,0.4101,0.0974,0.4419,0.1348,0.3913,5,white
-1.3232,-1.0306,-0.61,0.0353,0.0498,0.0312,0.235,0.1026,0.4341,0.1573,0.2899,5,white
-0.7832,-0.6054,-0.4723,0.1825,0.0764,0.1597,0.2949,0.2019,0.4496,0.1629,0.1449,5,white
0.1425,-0.4232,-0.2659,0.0184,0.0515,0.1528,0.265,0.064,0.2326,0.1011,0.5652,5,white
-0.0889,-0.7877,2.7622,0.0153,0.2625,0.2222,0.2627,0.1182,0.1938,0.1629,0.1739,5,white
-0.9375,-0.7877,-0.1971,0.1917,0.0548,0.0937,0.2742,0.2362,0.5194,0.1292,0.087,5,white
0.2196,-0.3624,0.6288,0.0107,0.0581,0.0347,0.2765,0.1122,0.4341,0.1292,0.3333,5,white
-0.0889,1.5206,-2.124,0.0291,0.113,0.066,0.182,0.1995,0.6434,0.2079,0.2609,5,red
-0.5518,0.731,-1.2294,0.0276,0.1744,0.0278,0.0714,0.1968,0.7287,0.2416,0.2609,5,red
1.3767,2.9178,-1.8487,0.0276,0.1196,0.0868,0.2074,0.2126,0.4961,0.1742,0.2899,5,red
-0.5518,0.731,-1.2294,0.0276,0.1744,0.0278,0.0714,0.1968,0.7287,0.2416,0.2609,5,red
-0.0889,1.0954,-1.9864,0.0307,0.1113,0.0694,0.1982,0.1993,0.6047,0.2135,0.2609,5,red
0.8367,0.5487,-0.1282,0.0429,0.1163,0.0208,0.0645,0.2076,0.4961,0.2191,0.3623,5,red
-0.0118,4.0112,-2.1928,0.0368,0.1545,0.0208,0.023,0.1687,0.5504,0.1348,0.2899,5,red
1.7624,1.3992,-0.3347,0.0261,0.1213,0.0764,0.318,0.2065,0.4264,0.1854,0.2029,5,red
1.6853,2.0977,-0.4035,0.0276,0.1213,0.0764,0.3157,0.2061,0.4341,0.1854,0.2029,5,red
0.5282,2.3103,-2.124,0.0199,0.1113,0.0208,0.0599,0.1845,0.5194,0.1798,0.2319,5,red
0.2196,1.5814,0.0094,0.0322,0.1561,0.0417,0.212,0.2366,0.5659,0.2247,0.2174,5,red
-0.1661,-0.2409,-0.3347,0.0138,0.1113,0.0799,0.3203,0.122,0.2946,0.1685,0.3043,5,white
0.2968,-0.2409,0.3535,0.0153,0.1296,0.0903,0.394,0.1402,0.2868,0.1573,0.2609,5,white
-0.0118,1.6421,-1.6423,0.0521,0.1213,0.0868,0.235,0.1793,0.4109,0.1629,0.2029,5,red
1.1453,0.731,-0.0594,0.0291,0.1944,0.0799,0.1336,0.1995,0.2946,0.2921,0.2319,5,red
2.7653,3.343,-0.1282,0.0307,0.2043,0.0208,0.1244,0.2072,0.2093,0.5393,0.3188,5,red
0.3739,1.5814,-2.1928,0.0307,0.0764,0.0208,0.0161,0.1789,0.5116,0.191,0.4058,5,red
1.2224,1.8244,-1.0229,0.0353,0.1246,0.0833,0.2857,0.2134,0.3953,0.1798,0.2319,5,red
1.0682,1.7636,-1.0229,0.0353,0.1495,0.0694,0.2604,0.2099,0.2868,0.1685,0.1884,5,red
